4
personId;int;8;false;
PersonName;String;12;false;
PersonAge;String;12;false;
CityId;int;8;false;
CANTIDAD DE REGISTROS: 10000
CABEZA DE AVAILIST:NULL
_
154
31173851|Alejandro|73|36287141|
11865650|Maria|3|75613668|
25399444|Diego|10|54925694|
58476387|Gabriel|14|77478395|
13000052|Natalia|56|1354353|
61680499|Daniel|32|19541948|
78455232|Samuel|4|57382318|
39900459|Camila|75|19929980|
80189523|Martina|6|27284462|
13076686|Nicole|41|71648805|
38815082|David|37|61086356|
11416562|Valeria|3|29845965|
49118619|Natalia|2|22106145|
89080485|Martina|33|27986493|
56434615|Nicole|13|46805656|
19156512|Samuel|22|29585120|
30783511|Nicole|37|23584935|
12402300|Diego|47|25260412|
62718154|Camila|23|45116059|
6179679|Ximena|2|13859244|
31390347|Ximena|67|196480|
32444761|Nicolas|40|15901484|
37248991|Lucas|62|28321131|
26825232|Tomas|30|7930009|
7096034|Sara|4|14046287|
7314312|Carlos|65|16170039|
51918635|Camila|53|68709155|
46255297|Sebastian|19|12669117|
9933757|Ximena|46|21896258|
69377107|Fernanda|56|18672644|
18216709|Maria|72|25700710|
87754901|Maria|26|37229645|
32708195|Mateo|59|56162989|
41730699|Emily|72|5082189|
20969189|Andres|46|16869159|
68452070|Emiliano|46|11844643|
63927972|Martina|19|32744361|
6269874|Gabriela|30|6686072|
18417301|Gabriel|37|56231528|
6997668|Emily|21|79052469|
4201894|Diego|57|70710070|
38240907|Alejandra|76|48656061|
3130290|David|0|68034880|
45748633|Victoria|0|54018595|
73807906|Santiago|70|47543559|
15696983|Lucas|34|61222644|
26952520|Paula|6|43155823|
1716052|David|32|65599270|
41335303|Isabella|47|25619731|
79275574|Paula|76|2908094|
58431322|Natalia|43|58270466|
79419789|Emily|47|33424802|
45573162|Natalia|59|46872002|
7062926|Andrea|16|17302474|
65528290|Andrea|33|7625107|
44191377|Andrea|4|49001339|
14858066|Lucas|5|69972438|
59745073|Santiago|59|48825005|
6386505|Regina|23|56044686|
9164240|Carlos|68|78741177|
88837274|Sara|16|63062938|
56978198|Martina|8|77497376|
40058577|Martina|70|22963822|
87564715|David|77|52614972|
42060369|Angel|8|9971544|
75146703|Diego|11|32779864|
85261176|Lucas|52|13522939|
76293131|Valeria|29|30206829|
88676013|Natalia|72|13410053|
42110652|Natalia|73|33345138|
59321783|Camila|41|33212682|
29320418|Nicolas|11|19947155|
64683533|Natalia|77|34694879|
38443066|Daniel|20|47247150|
22330634|Samuel|25|64851269|
59505810|Paula|51|62558477|
34954057|Daniel|6|70556087|
82966085|Daniela|5|34132730|
30995384|Martina|69|18078966|
75826000|Fernanda|6|24420743|
40567466|Mariana|53|27753944|
36012150|Matias|67|60816306|
74542330|Andrea|79|34941779|
58662273|Nicolas|75|24112644|
24150193|Emiliano|35|58922997|
87735526|Angel|37|60490689|
22023582|Emiliano|5|37210856|
70054409|Andrea|6|18515742|
41521445|Daniela|64|8486137|
215054|Daniel|70|46508732|
16217604|Santiago|54|77462856|
55921725|Emily|51|65253113|
18975539|Daniel|44|66866496|
6748930|Sofia|30|9196672|
86253084|Samantha|65|17604770|
58920851|Martina|38|58697194|
6942749|Diego|29|6592422|
57104161|Maria|30|2807747|
16555808|Nicolas|44|33989261|
49725919|Gabriel|66|25500717|
19531225|Andrea|26|54832244|
19315126|Andrea|7|19990889|
78723480|Gabriel|78|63239832|
80699867|Victoria|14|76881794|
45042268|Gabriela|28|29500142|
61900409|Isabella|25|16663670|
33581314|Santiago|42|44675362|
82057662|Regina|10|25189791|
39138662|Victoria|18|36204587|
3623822|Andres|55|29038187|
62177240|Alejandra|77|35787862|
49359813|Ximena|51|14859836|
18335174|Andrea|42|10261353|
42321894|Samuel|13|56872312|
10363494|Tomas|62|78704118|
67099764|Gabriela|10|25461333|
49244349|Maria|25|76269675|
28533570|Paula|19|74118417|
59444682|Emily|58|17952282|
67511062|Matias|72|60954376|
61679079|Regina|23|48658995|
49860238|Emiliano|48|43763035|
50039886|Emily|64|63191213|
16141670|Regina|58|27211778|
20822836|Andrea|11|74647328|
42324909|Sara|26|24448688|
20002004|Mariana|65|19979|
38168575|Angel|52|70032489|
75004076|Isabella|18|76014566|
10342207|Natalia|27|53768256|
2600033|Alejandra|57|2367821|
55437982|Valentina|35|13472075|
1948264|Daniel|29|51019607|
28153437|Victoria|49|5894787|
20668639|Mia|60|61404405|
35221771|Natalia|68|64132628|
72897005|Tomas|78|79514349|
45692877|Samuel|54|55550683|
19168072|Andrea|66|75038155|
76716157|Tomas|2|44972977|
32944829|Sofia|72|24915484|
39557500|Angel|51|72971388|
28585411|Santiago|2|34391280|
86198293|Lucia|68|57812316|
52195307|Camila|43|59944728|
61004730|Samuel|19|61930237|
70689417|Daniel|35|70728883|
5300564|Isabella|4|16909568|
27777913|Lucia|1|43347885|
35894690|Sebastian|7|57764933|
56793558|Lucia|10|75394881|
59796689|Diego|60|44554679|
60465140|Alejandro|38|20636061|
41787246|Emiliano|59|3868664|
84111857|Alejandra|17|19795653|
39871329|Nicolas|33|66844354|
85689236|Valeria|14|67276004|
67742741|Diego|14|12249795|
62290122|Joaquin|32|69187370|
40065222|Regina|6|48052042|
63070834|Emily|17|69324902|
57279943|Diego|79|72878796|
20262872|Valentina|40|77693367|
43540727|Andrea|38|73317924|
85487727|Valeria|44|52495356|
52837690|David|51|25750289|
66443557|Nicole|67|57317809|
49517788|Martina|9|21943168|
67454671|Mateo|25|4938241|
85859615|Paula|27|41172918|
8102570|Victoria|42|65258115|
50985163|Natalia|36|44333903|
29655866|Mia|57|67484141|
65305553|Victoria|39|24971405|
50749025|Samantha|63|1074416|
19697889|Emily|20|63975008|
87046700|Paula|12|40476143|
33231372|Valeria|69|64781946|
50305507|Alejandro|50|67809719|
77370616|Andrea|18|32804136|
1234189|Fernanda|77|27791713|
88065985|Diego|26|22356889|
70096086|Sebastian|40|61509673|
66348756|Isabella|79|1000290|
58835474|Alejandro|10|1389202|
55533630|Daniela|0|12249411|
12055701|Valentina|12|19170157|
65124319|Mariana|39|77537902|
77740836|Martina|72|13706244|
42194827|Ximena|39|50805754|
82447977|Nicole|11|36957894|
78660226|Adrian|41|59282272|
58966120|Maria|78|62743482|
36230231|Lucia|49|13918900|
19717830|Isabella|54|72493521|
25632029|Emiliano|50|8959125|
5216802|Ximena|56|56189474|
86938468|Camila|53|10627520|
16220578|Martina|54|52667428|
5495875|Alejandro|35|38365627|
71473987|Natalia|66|61154370|
40900506|Mateo|35|28881453|
64437061|Paula|0|10705467|
9668845|Regina|33|53308805|
36503051|Angel|36|22361499|
15427457|Fernanda|37|76657184|
74258768|Lucia|37|50823212|
83859500|Samuel|34|47029879|
70745820|Camila|53|2359410|
53763108|Lucia|19|51096154|
29344191|Santiago|43|25130672|
85695616|Andrea|52|45466590|
65213564|Angel|71|56233868|
48498969|Maria|49|1696582|
48254364|Gabriela|34|74677684|
56108287|Andres|13|62280391|
47012344|Valeria|70|52931295|
4331269|Andrea|10|71871609|
70162708|Natalia|34|10509822|
64435240|Alexander|79|12036483|
87679805|Tomas|10|57610250|
66420764|Daniel|46|37887425|
5744142|Andres|62|53018618|
56447464|Camila|9|22541662|
18910690|Tomas|71|8584802|
26065659|Gabriel|28|63796398|
69644298|Samantha|53|55574685|
28585856|Andrea|50|35171724|
24360294|Paula|43|6913207|
79640470|Valeria|9|9554611|
74630987|Angel|62|41735627|
39314075|Valentina|44|52917122|
12684448|Martina|69|64460826|
19047042|Sebastian|11|19156268|
11261758|Andrea|31|28976458|
6294611|Sofia|15|9074183|
4130647|Maria|8|4824784|
60977580|Angel|37|3086009|
24263623|Lucas|75|68568367|
74384081|Samuel|27|11822188|
79421062|Matias|25|10192496|
41004802|Daniel|48|39844901|
71643445|Andrea|47|32207865|
51308466|Nicolas|68|19822321|
52232149|Mateo|15|6481441|
53740751|Angel|50|33846703|
83186094|Valeria|42|47460865|
89215442|Matias|12|78218412|
25330353|Natalia|39|12788544|
12731760|Matias|0|35302838|
55148435|Alexander|26|890892|
87335941|Natalia|39|69931408|
68538607|Nicole|26|73273424|
3577224|Alexander|33|42920659|
1637966|Camila|54|75500820|
31749651|Emiliano|74|70688841|
48956680|Sofia|38|55844257|
21717648|Andres|20|66102592|
85239065|Carlos|39|64019600|
7195329|Samantha|48|64444189|
8366232|Emiliano|42|53050966|
83878241|Fernanda|20|60275861|
32348840|Valentina|65|135142|
56579222|Mia|15|14484671|
18420056|Natalia|61|23303989|
14011321|Lucas|61|33780376|
23184320|Ximena|13|64622169|
47358695|Andrea|42|69493735|
86650110|Sebastian|61|58920591|
43812265|Daniel|2|58940455|
4527685|Sara|37|3991824|
40099623|Angel|39|19976646|
61243705|Nicolas|7|76451221|
58698121|Alexander|72|6816115|
47001367|Nicolas|16|73574108|
18494902|Camila|51|7520013|
14059910|Nicole|39|70321097|
78404433|Andres|50|57931367|
68204947|Samantha|45|56084389|
80212256|Alejandro|27|23230080|
10466860|Victoria|32|75977906|
58866616|Valeria|72|36379886|
58498759|Andres|61|67658141|
79914368|Andrea|16|28078130|
67923943|Natalia|65|72896069|
20235610|Maria|75|8626095|
4307163|Ximena|33|63018063|
52625759|Lucas|76|70799656|
87903437|Valeria|44|8563629|
63520146|Alexander|34|12881278|
13674611|Ximena|42|25731313|
12399777|Valeria|2|50731721|
68066176|Regina|61|26684616|
28887511|Isabella|11|45402884|
61524387|Paula|48|60347814|
4883279|David|7|19535747|
45954843|Angel|19|60521664|
66192867|Paula|7|72557714|
47857666|Valeria|41|71691694|
57482562|Camila|66|26909948|
82866238|Isabella|10|46201445|
69166029|Valentina|28|46156870|
36572776|Victoria|15|40429390|
41682849|Ximena|76|56348573|
59188879|Nicole|65|63626021|
69355011|Nicole|12|26082237|
72933337|Adrian|40|42559979|
73566032|Andrea|75|16501829|
27199823|Martina|24|59604250|
44899055|Adrian|35|27453733|
43971566|Andrea|26|72571899|
17217743|Paula|56|33193744|
29791463|Emiliano|22|67097390|
58768132|David|39|42927551|
5596264|Camila|31|43073198|
39586811|Valeria|66|58165623|
48969662|Sebastian|12|46189667|
46630632|Diego|19|8095812|
14239922|Alejandro|0|58453328|
81507496|Valentina|72|27035332|
49115285|Diego|76|45594980|
46636719|Emiliano|58|1623319|
1718903|Diego|15|45132404|
73918363|Adrian|74|12979416|
33804704|Valentina|52|74577679|
4112616|Samantha|63|60032995|
75999789|Sara|46|29094091|
36300946|Diego|41|47582832|
24978009|Natalia|20|37423660|
66918925|Alejandra|78|6734728|
88279139|Joaquin|73|32714683|
17268351|Martina|72|26326366|
54865575|Tomas|66|50602040|
10980933|Santiago|53|52066940|
51073832|Maria|28|42837721|
10069778|Angel|67|38274356|
31407366|Regina|51|55287734|
21123166|Fernanda|53|65871499|
74195409|Mia|56|23502174|
78521604|Daniela|0|16434757|
30457587|Diego|32|55034719|
7731097|Emily|14|51010338|
22079170|Mateo|55|55583350|
31801974|Gabriel|23|13665756|
31779793|Isabella|53|7620475|
88873919|Daniel|42|21805825|
55287270|Mariana|73|10276086|
48975432|Emiliano|37|54891199|
62611319|Samuel|1|37608633|
64822616|Valeria|44|26450536|
56086393|Alejandra|58|42321414|
62301453|Diego|41|39022259|
55686236|Camila|69|78968815|
45610870|Regina|7|10261087|
13627358|Tomas|1|47473359|
40998666|Martina|47|64934971|
31421719|Sara|21|32433833|
21884388|Valeria|78|2803928|
25298388|Martina|38|60194980|
51318713|Diego|12|58964169|
20015113|Mateo|43|79027056|
40623838|Paula|51|29228883|
88070950|Angel|4|28631170|
56541341|Maria|17|69482387|
29368402|Mariana|63|66180296|
17508528|Nicolas|79|2313648|
86867919|Isabella|45|43222869|
4630965|Joaquin|21|49253419|
32351221|Isabella|30|78706853|
31508302|Isabella|46|68445120|
31155594|Lucas|9|58495927|
54319864|Paula|56|56742258|
38749870|Maria|37|25998526|
4872103|Alejandro|30|62227399|
7080992|Alejandro|67|45683067|
77669595|Paula|42|64641546|
41929406|Isabella|42|33099010|
41267322|Maria|41|25734839|
51770925|Martina|74|8223088|
4110266|Regina|14|30072625|
28862126|Andrea|65|15398268|
24001209|Angel|19|3832581|
70944930|Martina|73|57962934|
79925616|Maria|62|56827236|
57959737|Alejandro|25|60237248|
78751933|Daniela|12|22292167|
10822258|Martina|42|69794738|
62110317|Mariana|11|20010854|
19043180|Daniel|16|1853411|
63036358|Martina|52|11709323|
70717302|Isabella|23|4213566|
65796928|Diego|0|3204009|
23519161|Sebastian|0|38217444|
41591438|Sara|32|8427013|
52819047|Camila|21|75502790|
70578671|Fernanda|9|72368308|
73443403|Martina|67|54543677|
73604780|Valentina|9|60738448|
43504547|Mariana|36|70506736|
79094743|Alejandro|55|33813960|
78244520|Victoria|65|26952269|
80278939|Adrian|31|26104587|
34681973|Mateo|4|79324404|
61087210|Andrea|67|27339539|
80006268|Nicolas|79|43298841|
51736191|Paula|44|48900116|
36749854|Carlos|52|10212771|
55950431|Valeria|9|57324621|
89075378|Natalia|53|36163296|
54795509|Andres|50|19797268|
21847231|Santiago|72|61312156|
621502|Natalia|13|10134359|
56919384|Camila|53|31015006|
53310583|Mariana|36|73032190|
22003541|Maria|33|68265136|
31209892|Paula|27|36621943|
45592058|Andres|10|73881379|
66738028|David|57|30721605|
32765961|Joaquin|22|65707810|
65628576|Fernanda|1|50518107|
88982435|Gabriela|25|53748487|
61151655|Sofia|54|30347688|
51784924|Santiago|69|58594864|
3117554|Fernanda|57|22187029|
78787435|Mia|47|21842495|
67786726|Lucia|77|42236886|
8137188|Tomas|64|62130327|
70579254|Sofia|68|49971997|
64399096|Mariana|25|65679897|
2459424|Emiliano|40|38577705|
40084865|Camila|46|8082642|
65949026|Nicolas|60|49883615|
51821554|Alejandra|40|70070161|
60538680|Paula|27|49543580|
76848611|Sebastian|61|42281030|
6902374|Nicole|78|61029964|
30634863|Diego|27|65569381|
56021354|Paula|10|20426777|
87564463|Gabriel|64|24648176|
22129924|Sebastian|56|28413253|
55530004|Gabriel|12|24474571|
46684402|Daniela|73|22328368|
72041879|Diego|35|54522985|
81418566|Joaquin|9|8029159|
73253271|Natalia|30|73591615|
7291342|Martina|63|44034293|
78217423|Sara|54|37706004|
62802395|Martina|61|7696075|
44148654|Fernanda|64|67418135|
39276908|Tomas|74|56360918|
58549466|David|37|74219399|
3458052|Daniela|6|55888151|
53556638|Martina|75|77780513|
82834840|Emiliano|12|65900631|
75259415|Martina|24|73759056|
44073269|Camila|18|4391845|
52032982|Mateo|60|77648282|
5301262|Sofia|31|15147209|
56107640|Mariana|65|23108449|
28736109|Sebastian|68|48805816|
54704020|Mia|44|44567667|
53905751|Emily|2|62146706|
58092540|Camila|59|30704828|
16124997|Diego|27|19690091|
26452346|Regina|37|60246448|
59344868|Lucia|76|31738977|
3587956|Mariana|59|7096409|
33047329|Fernanda|29|34685964|
12185316|Valentina|62|35723764|
3799191|Lucas|72|35606766|
9373599|Matias|29|18515634|
65792226|Gabriel|21|13430453|
74771068|Daniel|44|5254342|
27378094|Joaquin|61|14585999|
37912138|Andrea|37|11624785|
4585325|Diego|23|28473650|
85046239|Fernanda|33|35653745|
1537961|Gabriela|41|8697239|
747088|Paula|51|73052601|
46332970|Alexander|50|30284823|
72055871|Angel|52|2480771|
55378151|Daniel|29|23690354|
55532963|Camila|38|50019660|
45254501|Valeria|27|18481011|
69563340|Martina|62|53347544|
9025167|Valentina|41|4820048|
22428169|Natalia|36|43809575|
17966898|Valentina|24|25980077|
71482954|Valentina|39|37896929|
2324323|Paula|5|26125505|
57241084|Sara|46|15718750|
6835832|Mateo|39|71238434|
74729977|Alejandro|46|75138305|
29657098|Alexander|40|27333138|
3272604|Natalia|26|74060981|
22630262|Sebastian|53|54920021|
28815547|Andres|29|17621826|
3110488|Nicole|35|14671791|
20191565|Andrea|40|22259538|
33273874|Nicole|0|39479468|
52127727|Alejandra|14|20616892|
87060873|Tomas|33|55070349|
7356739|Joaquin|21|24912258|
67844444|Samantha|77|9035102|
56248447|Matias|24|76419541|
79204580|Samuel|33|72408074|
52527325|Camila|16|58285944|
74852267|Camila|17|9187610|
34122622|Carlos|62|63549964|
408801|Paula|36|56470400|
32236532|Fernanda|45|36929632|
79160957|Valentina|44|12983221|
87494314|Nicole|30|21466766|
3079503|Nicole|31|13741694|
67265685|Maria|48|18849952|
63560947|Sofia|23|18668206|
48382509|Ximena|10|9902138|
72083021|Paula|77|67655783|
72428507|Mia|34|32399947|
54268636|Carlos|11|68046115|
75314487|Camila|27|77028580|
8476797|Martina|62|2900218|
74298689|Samuel|36|34237358|
69824192|Samuel|54|1789431|
11747184|Isabella|6|4924993|
41261942|Samuel|33|48264246|
12585089|Lucia|68|60753708|
17649075|Daniel|64|3585836|
54958262|Mateo|62|10115290|
20244993|Samuel|71|62424965|
19863813|Sofia|3|10999066|
5139146|Diego|78|15698851|
45461657|Santiago|63|72059830|
66710573|Nicole|37|34936375|
4754670|Camila|16|79051429|
76619731|Nicolas|31|12109672|
20711751|Nicolas|71|1278766|
20071182|Santiago|53|66618591|
12846730|Sofia|65|14987416|
40977040|Andres|67|55275501|
11715598|Isabella|41|52274259|
34806208|Valeria|44|57690783|
25700326|Ximena|49|12672881|
31136282|Sebastian|51|48761285|
24574568|Nicole|57|32373310|
77126953|Adrian|60|45730890|
60960375|Daniela|19|57908645|
11086204|Emiliano|40|27907033|
72922337|Mariana|43|63504467|
19530231|Andrea|34|71626297|
18805263|Valentina|47|61752006|
71166584|Natalia|7|20408554|
29372648|Alejandra|41|63449706|
22249219|Lucas|69|30008528|
17590037|Nicole|0|39537152|
53499517|Daniel|22|17885800|
85961270|Mateo|51|36938675|
4710477|Mateo|72|18609294|
