4
personId;int;8;false;
PersonName;String;12;false;
PersonAge;String;12;false;
CityId;int;8;false;






CANTIDAD DE REGISTROS: 10000
CABEZA DE AVAILIST:NULL
_
160
4021592 |Alejandro   |75          |46587940|
10217614|Natalia     |55          |76739582|
58121080|Camila      |25          |49897878|
51275308|Alexander   |38          |54705019|
82548575|Fernanda    |19          |41755318|
55540412|Mateo       |40          |27126535|
75058841|Martina     |61          |2467609 |
73437283|Martina     |10          |55372641|
83520672|Nicole      |66          |56571269|
52504180|Angel       |42          |73294018|
20535009|Fernanda    |4           |36433225|
27750788|Alexander   |49          |19528392|
63541552|Martina     |9           |60295702|
49004691|Natalia     |69          |25244172|
25576847|Mia         |0           |21450191|
3807131 |Matias      |19          |28027364|
57735140|Sebastian   |71          |27302825|
277939  |Tomas       |15          |49881130|
88659391|Sara        |64          |41495916|
56832010|Lucas       |34          |5165438 |
3896661 |Sara        |71          |47543593|
44790142|Tomas       |4           |58411120|
7342355 |Alejandra   |60          |37009899|
40613235|Emiliano    |78          |43480742|
41490886|Martina     |32          |21059024|
89888762|Angel       |11          |9768642 |
86725415|Lucia       |22          |21535718|
28728711|Mateo       |78          |40653596|
88105224|Ximena      |15          |36107069|
51292666|Matias      |50          |39063740|
76660327|Emiliano    |59          |68666591|
68590626|Sofia       |24          |20081161|
64506064|Carlos      |66          |72118607|
58046034|Mateo       |45          |47083178|
1347556 |Emiliano    |30          |8479557 |
70283081|Natalia     |11          |47375305|
27841388|Natalia     |77          |44220218|
7063367 |Valentina   |76          |41708561|
18461941|Adrian      |2           |30000231|
82524266|Maria       |29          |56428052|
48567257|Santiago    |6           |6857345 |
61693324|Camila      |18          |27725316|
41195186|Martina     |21          |3749784 |
5081040 |Mariana     |17          |53834879|
50351810|Samuel      |35          |46687213|
66357547|Mia         |76          |54598982|
39239714|Diego       |5           |40533157|
37433674|Camila      |57          |69847198|
41162746|David       |58          |58458214|
32645066|Lucas       |72          |79311120|
15329555|Maria       |6           |5266249 |
73034656|Martina     |20          |73931761|
86824311|Isabella    |48          |44552497|
38092090|Mia         |55          |40679875|
50580443|Ximena      |72          |15935073|
21330477|Martina     |65          |37224472|
20375243|Matias      |75          |3991179 |
69994446|Lucia       |5           |61177253|
1905953 |Sara        |10          |42017562|
56473255|Isabella    |28          |41968578|
72474195|Maria       |65          |45286838|
23139659|Natalia     |79          |981893  |
72125346|Samuel      |34          |40105135|
73226316|Mariana     |36          |3772673 |
83417948|Lucia       |22          |42271653|
49463269|Adrian      |73          |46138917|
89249136|Ximena      |13          |37847464|
3389492 |Matias      |21          |53293104|
12171067|Sofia       |8           |32948188|
55136257|Fernanda    |29          |11690209|
49495490|Alejandra   |11          |1603775 |
25967271|Regina      |67          |39105508|
50132481|Emiliano    |69          |17960319|
79516024|Martina     |33          |5453690 |
9099460 |Isabella    |10          |65331243|
8088753 |Angel       |8           |41816807|
84688732|Sofia       |13          |56639363|
31590949|Tomas       |72          |41156485|
68785791|Natalia     |35          |8829556 |
8768990 |Adrian      |73          |42364919|
7792110 |Emily       |3           |5533449 |
63432928|Emily       |69          |65702204|
25111265|Sofia       |71          |9899889 |
8507402 |Sofia       |23          |10295193|
41611223|Martina     |7           |25901814|
64878146|Joaquin     |75          |27346264|
5991203 |Daniel      |21          |70061055|
82295182|Alejandra   |15          |11944386|
48622089|Joaquin     |10          |63633649|
71442988|Daniel      |52          |76627503|
33855317|Camila      |6           |75194258|
5024026 |Joaquin     |30          |64648437|
